product_name,review_title,review_text,review_rating,review_date,brand_name
chaco women's odyssey blue size: 10 uk,👍🏼👍🏼,I have a pair of the Chaco’s sandals but they dont really compare. The rubber footbed felt softer and a more flexible footbed. I have wide feet but they felt try to size. I also didn’t have the issue with a ridiculously long strap that others described. They also felt different in the arch support. It was a little strange at first but was just fine. No break in period was needed. My wife loved hers so much I got a pair too! Overall they are great shoes for any activity,5.0,Reviewed in the United States on 4 July 2020,Chaco
chaco women's odyssey blue size: 10 uk,Soooo comfortable!!,I love these shoes. I’m on my feet all day doing physical therapy and my feet feel so good! Great investment,5.0,Reviewed in the United States on 8 August 2019,Chaco
chaco women's odyssey blue size: 10 uk,Wonderful if you love their sandals,Very similar to another Chaco sandals. They hit it out of the park with this closed toe sandal! As a medical professional it's important to have comfy shoes at work. Thankful these work for me! The only down side is sweaty feet but other than that they're amazing!,5.0,Reviewed in the United States on 24 May 2019,Chaco
"geox girl j sandal karly open toe, gold (platinum c2010), 33",beautiful but too tight,"even after being worn a few times, they are so narrow that they hurt feet -wouldn't recommend",4.0,Reviewed in Germany on 2 August 2021,Geox
converse chuck taylor all star low top,Misleading,"The picture and description were misleading.The picture is shown as white but the description says black. Very upsetting, I won’t be buying shoes from here anymore.",1.0,Reviewed in the United States on 2 June 2020,Converse
zoneyue boys girls low top buckled tennis skate shoes bungee straps flat sneakers(toddler/little kid/big kid) size: 2 little kid,Love Them! *Still,"My daughter really loves these shoes. They are very light and breathable. She really likes that she can put them on and off all on her own. They appear to be well made and are so affordable.*Update - I had to order a second pair in a larger size because my daughter has outgrown the first pair and still loves to wear these shoes to school everyday, and she's super picky about her clothes and shoes.Also, the first pair is still in good condition and has held up to machine washing very well. I will be keeping them for my son when he grows into this size because since we chose to go with the grey shoe it's gender neutral.",5.0,Reviewed in the United States on 9 November 2018,Zoneyue
zoneyue boys girls low top buckled tennis skate shoes bungee straps flat sneakers(toddler/little kid/big kid) size: 2 little kid,Exactly as advertised!! 👟👟 Lightweight and true to size,"The shoes on initial inspection are a very vibrant, exciting and electrictrifying blue color. They are extremely lightweight yet durable and well made (made in China for those with a need to know) and the velcro strap isnt the typical short barely reaching the other side length. These straps have an amazing reach from one side to the other. I purchased a size 13 for my sons 1st day of school. He doesn't know how to tie shoes yet and doesn't really have the dexterity for it and these appear to be exactly what I need. Better quality than I've seen in most brick-and-mortar shoe stores. You won't be disappointed!",5.0,Reviewed in the United States on 28 August 2019,Zoneyue
zoneyue boys girls low top buckled tennis skate shoes bungee straps flat sneakers(toddler/little kid/big kid) size: 2 little kid,Great shoes!,"I got my son the 'full black-3' style and he LOVES them.  He is 5 and autistic and rarely stops moving.  Initially for them just as play shoes.  I get him multiple pair of Nikes each year for school, but he prefers these to any of the Nikes and asks to wear them all the time.  They're made well and still look new through months of running, jumping, mud, falling, kicking.  Will be ordering more.",5.0,Reviewed in the United States on 10 June 2021,Zoneyue
zoneyue boys girls low top buckled tennis skate shoes bungee straps flat sneakers(toddler/little kid/big kid) size: 2 little kid,Good for play. Bad for hard floors.,"Great for messing around outside in the dirt and muck. However, the soles of of shoes are not rubber. So on hardwood floors, they slide really bad. On playground equipment, the slide really bad. These are my go to shoes for both my kids for outdoor messy play when I don't want to ruin their good shoes. Nice and wide. But ya, the basically cloth bottoms make it hard to give these shoes a lot of stars.",3.0,Reviewed in the United States on 30 May 2021,Zoneyue
zoneyue boys girls low top buckled tennis skate shoes bungee straps flat sneakers(toddler/little kid/big kid) size: 2 little kid,The best!!!! Your toddler needs these sneakers.,"These little sneakers are the best. I am so glad I discovered them shortly after my son started walking. He is 2.5 now and we've been through about 3 sizes and I will keep re-ordering until he can no longer wear this brand. The quality is great (they have held up better than the Adidas and Nike $40+ sneakers I have bought in the past) and they look adorable on. He loves these shoes and picks them out over anything else. I bought the black/grey pair and the blue/navy pair and they match everything. Definitely don't hesitate to purchase. From a sizing perspective, I think they do run SLIGHTLY on the small side. He is still wearing an 8 in See Kai Run but wears a 9 in these.",5.0,Reviewed in the United States on 14 February 2020,Zoneyue
zoneyue boys girls low top buckled tennis skate shoes bungee straps flat sneakers(toddler/little kid/big kid) size: 2 little kid,Decent,The soles of the shoes seem to last a little while but the fabric and elastic on these do not hold up for long at all for my rough player. He is 7 and within a month of wearing these I was already noticing the fabric fraying. By the 3rd month I ended up just throwing them away. So I think they're decent if your child isn't rough on shoes but if they are then don't even bother buying.,3.0,Reviewed in the United States on 31 October 2019,Zoneyue
zoneyue boys girls low top buckled tennis skate shoes bungee straps flat sneakers(toddler/little kid/big kid) size: 2 little kid,best shoes EVER!,"After spending $60 a pair for striderite and saucony which were unwearable, I took a chance on these. Great looking, mom loves them, super comfortable, grandson loves them, bought several pairs, father happy because shoes get lost.",5.0,Reviewed in the United States on 30 August 2021,Zoneyue
zoneyue boys girls low top buckled tennis skate shoes bungee straps flat sneakers(toddler/little kid/big kid) size: 2 little kid,"Right size, exactly as pictured",Very good looking shoes.  My daughter loves them.  They are true to size.  The Light up stars are bright.  I Got exactly what I expected.  I am very happy with this purchase.,5.0,Reviewed in the United States on 23 June 2021,Zoneyue
zoneyue boys girls low top buckled tennis skate shoes bungee straps flat sneakers(toddler/little kid/big kid) size: 2 little kid,Adorable!,I bought two pairs for my 3 year olds. They are super cute and great quality! Not a “cheapy” toddler shoe like most seem to be.,5.0,Reviewed in the United States on 25 July 2020,Zoneyue
zoneyue boys girls low top buckled tennis skate shoes bungee straps flat sneakers(toddler/little kid/big kid) size: 2 little kid,"Fell apart, but great customer service","These are very cute, but fell apart before she grew out of them. The stitching ripped within 4 months. Very disappointed for the price paid.  However, the customer service is exceptional, I received a partial refund. It is hard to find such good customer service.",3.0,Reviewed in the United States on 25 May 2019,Zoneyue
"puma men's future rider x cloud9 sneaker, black white-bleu azur, 12 uk",The perfect gift,I purchased them for my husband who had a difficult time in finding his size but luckily I was able to save the day.,5.0,Reviewed in the United States on 24 October 2021,Puma
"puma kids vikky 2 glitz slip on sneaker, lotus-lotus silver white, 7 us unisex toddler",Very cute my daughter loves them!,Love these great quality,5.0,Reviewed in the United States on 7 November 2021,Puma
"puma kids vikky 2 glitz slip on sneaker, lotus-lotus silver white, 7 us unisex toddler",The girls love them!!,Great!!,5.0,Reviewed in the United States on 10 September 2021,Puma
"puma kids vikky 2 glitz slip on sneaker, lotus-lotus silver white, 7 us unisex toddler",Gift pirchase,Great gift for my niece.,5.0,Reviewed in the United States on 20 October 2021,Puma
"adidas men's nmd_r1 gymnastics shoe, collegiate green ftwr white gum 3, 4 uk",Top,Top,5.0,Reviewed in Germany on 13 October 2021,Adidas
"adidas boys' x tango 17.3 tf j soccer shoe, black red/solar orange, 4 medium us little kid",Fast shipping and quality product,"Bought these for my daughter to play with her travel indoor soccer team. Great fit, very durable and comfortable. They look cool too. They showed up early.",5.0,Reviewed in the United States on 30 March 2020,Adidas
"adidas boys' x tango 17.3 tf j soccer shoe, black red/solar orange, 4 medium us little kid",Four Stars,These shoes are great but the run a half size too large so order down a half size.,4.0,Reviewed in the United States on 10 January 2018,Adidas
"adidas boys' x tango 17.3 tf j soccer shoe, black red/solar orange, 4 medium us little kid",Good turf shoe,Fits perfect. Good turf shoe. My daughter loves them.,5.0,Reviewed in the United States on 26 January 2018,Adidas
"adidas boys' x tango 17.3 tf j soccer shoe, black red/solar orange, 4 medium us little kid",Four Stars,"fit as expected,my kid loves them",4.0,Reviewed in the United States on 9 January 2018,Adidas
"adidas boys' x tango 17.3 tf j soccer shoe, black red/solar orange, 4 medium us little kid",Great shoe,Fits my son perfectly. Comfortable from day 1.,5.0,Reviewed in the United States on 9 January 2019,Adidas
"adidas boys' x tango 17.3 tf j soccer shoe, black red/solar orange, 4 medium us little kid",Looks great and fits perfect,these shoes fit perfectly and are great for both indoor and turf,5.0,Reviewed in the United States on 20 August 2018,Adidas
"adidas boys' x tango 17.3 tf j soccer shoe, black red/solar orange, 4 medium us little kid",Five Stars,Fantastic shoes for indoor soccer!  My son loves them!,5.0,Reviewed in the United States on 17 September 2018,Adidas
"adidas boys' x tango 17.3 tf j soccer shoe, black red/solar orange, 4 medium us little kid",Five Stars,my nephew love the shoes the color is like the picture and they fit perfect.,5.0,Reviewed in the United States on 17 January 2018,Adidas
"gant women's raffiaville sneaker, off white, 3.5 uk",Taille bien,Top,5.0,Reviewed in France on 17 July 2021,Gant
"adidas originals men's sobakov shoes (gray, 6 (m) us)",Comfortable but a “heavy” sneaker so best for activities outside of running,So comfortable and durable! The shoe it’s self is a little heavy so not ideal for running but I wear them bartending/serving and they’re great for that!,5.0,Reviewed in the United States on 23 July 2020,Adidas
"adidas originals men's sobakov shoes (gray, 6 (m) us)",Comfortable and nice look,"They’re confortable and nice looking. However, with even light rain your feet get soaked",3.0,Reviewed in the United States on 3 October 2021,Adidas
"adidas originals men's sobakov shoes (gray, 6 (m) us)",Very comfortable,"Show size was true, they fit perfectly. They are also comfortable.",5.0,Reviewed in the United States on 9 November 2021,Adidas
"adidas originals men's sobakov shoes (gray, 6 (m) us)",Great seller,Great seller. Had a little shipping snafu but they took care of it!  Highly recommend.,5.0,Reviewed in the United States on 26 July 2020,Adidas
"adidas originals men's sobakov shoes (gray, 6 (m) us)",Great shoe,Great shoe. I wish that I had found earlier.,5.0,Reviewed in the United States on 2 February 2021,Adidas
"adidas originals men's sobakov shoes (gray, 6 (m) us)",New kicks,I love the style and fit of the sneakers,5.0,Reviewed in the United States on 28 October 2020,Adidas
"adidas originals men's sobakov shoes (gray, 6 (m) us)",why!,"I disliked the pricing, why does it cost $54.95 for a size 11 and $64.95 for a size 10.5",5.0,Reviewed in the United States on 14 February 2020,Adidas
"adidas originals men's sobakov shoes (gray, 6 (m) us)",Great buy at half off.,Quality Shoe and really light. Good feel on the foot. Good shoe for just casual wear.,4.0,Reviewed in the United States on 2 November 2019,Adidas
"adidas originals men's sobakov shoes (gray, 6 (m) us)",Little big,Little big. I wear them to lift weights. Comfortable though,3.0,Reviewed in the United States on 4 August 2019,Adidas
"adidas originals men's sobakov shoes (gray, 6 (m) us)",Comfy,Great shoe super comfortable,5.0,Reviewed in the United States on 27 December 2019,Adidas
adidas terrex cc boat shoes mens,Functional and stylish!,"I debated these shoes and read so many reviews before I spent the money on them. I was planning a trip to Niagara Falls and knew I’d be getting wet and didn’t want to walk around with wet shoes all day. After reading so many mixed reviews — one bad, then good, then bad, etc — I have to say I can’t believe someone would write a bad review of these shoes. I’m not saying they’re perfect but you can’t beat these shoes for the money.Pros:They dry out quickly, they’re vented and they drain water, they’re stylish and they’re comfortable. I walked around NY all day in these and they were great. Are they as comfortable as my other running shoes? No but that’s not why I bought them. I bought them so they’d dry out quickly and they did. Everyone else’s shoes were still wet the next day. Mine were dry in a few hours and I didn’t put them in the sun  or anything like that. Just took them off when we got back to our room. They offered great traction while walking the wooden steps of Niagara Falls as I got drenched!Cons:They’re wide up front in the toe box which I LOVE because I have issues w my right foot and need extra room up front and these were perfect. Also, I didn’t tie these shoes once after initially tying them. They were plenty comfy right out of the box. However I read reviews of people saying they were slipping off their feet?! Did they not tie them?! Not saying someone else’s experience isn’t valid but I’m confused how this would happen. I can’t imagine tying these, let alone tying them tightly, and having them slip off your feet.And sure they’re not as comfortable as a more cushioned running shoe but these are WAY comfy for being vented water shoes. And you can always buy a cushioned sole to make them comfier.I’ve only had them for a few days but they were great for my trip and the traction was great on and off the walking tours we did. I like them so much they’re now an everyday shoe for me. We will see how they hold up in the long run but so far I’m very pleased with this purchase. Would buy again.",5.0,Reviewed in the United States on 15 July 2020,Adidas
adidas terrex cc boat shoes mens,Lake goers and boaters... GET YOU SOME OF THESE!,"I was skeptical when buying these shoes. I use them for fishing while I'm on the boat. If I'm by myself, walk into the water to launch and recover my boat. They have drain holes in the soles, so you don't keep squishing around in them. Perfect for what I use them for! Plus they breath well while my feet are baking in the sun on the boat.",5.0,Reviewed in the United States on 9 September 2020,Adidas
adidas terrex cc boat shoes mens,Good shoe but sizing is slightly off,"I’m a religious buyer of Adidas so when I saw these I had to have them for the summer. Why I found is they aren’t as floppy as they look in the photo, so that’s a good thing, but the sizing was slightly off. I’ve been a size 12 since I was 14 years old and that hasn’t wavered, but I needed to return the 12 for a 12.5 as my toes were cramped up against the front of the shoe. The 12.5 fit great and I’m looking forward to getting in the water with these.",4.0,Reviewed in the United States on 11 April 2021,Adidas
adidas terrex cc boat shoes mens,I can't return this?,It took close to two weeks for these to be delivered. Now I can't return them? I should be allowed more time to be able to return these as they did not work and were delivered much later than they should have been.,1.0,Reviewed in the United States on 6 August 2021,Adidas
adidas terrex cc boat shoes mens,Used shoes,I think I got used shoes it looks like they are full of sand,1.0,Reviewed in the United States on 4 January 2021,Adidas
adidas terrex cc boat shoes mens,Impressed,Very comfortable for me. Great in warm weather prob due to the drain holes. Great when wet too.,5.0,Reviewed in the United States on 13 October 2020,Adidas
adidas terrex cc boat shoes mens,Great shoe,Runs a little small,5.0,Reviewed in the United States on 9 February 2020,Adidas
adidas originals men&#39;s zx flux fashion sneaker,Absolutely love,"Perfect fit.very comfortable.gorgeous.fashion sneakers or every day running, you decide! True to size",5.0,Reviewed in the United States on 13 January 2021,Adidas
adidas originals men&#39;s zx flux fashion sneaker,Simply Perfect and Hard to Find Color Scheme,Unless you play for the LA Lakers or LSU Tigers it is hard to find this color scheme in the marketplace. Adidas did an awesome job with these sneakers and I am glad I got my pair while they are available. Get yours today while they are available!,5.0,Reviewed in the United States on 6 January 2021,Adidas
adidas originals men&#39;s zx flux fashion sneaker,Addidas Torsion,Fits great and very comfortable.  These are my second pairs.,5.0,Reviewed in the United States on 17 March 2021,Adidas
adidas originals men&#39;s zx flux fashion sneaker,Great quality,Great quality just didn’t fit my style looks different than the picture,3.0,Reviewed in the United States on 29 June 2021,Adidas
adidas originals men&#39;s zx flux fashion sneaker,ZX FLUX,I like the shoe.  Fits as designed.,5.0,Reviewed in the United States on 15 June 2021,Adidas
adidas originals men&#39;s zx flux fashion sneaker,Not very faithful to size,"I've always bought my 6 1/2 sneakers and they stayed right in the foot, but this stayed a bit big. And I really liked the teni, very nice and comfortable and I would have given her 5 star, but she was not very loyal to size so I gave her 4 star",4.0,Reviewed in the United States on 25 December 2020,Adidas
adidas originals men&#39;s zx flux fashion sneaker,Comfortable,"These shoes were purchased for my boyfriend to wear when coaching football.  He said they were very comfortable, especially when standing for hours at a time for games.",5.0,Reviewed in the United States on 20 November 2020,Adidas
merrell range laceless ac+ women,"Usually fit a size 6, sneakers have some stretch so 5.5 was fine","I usually fit a size 6 in my footwear, but the size 6 would've cost a hefty hundred dollars or so more to ship to my area than the 5.5. I loved the cute colors on this sneaker so I decided to take the risk.The shoe is absolutely true to the pictures, and the colors just as beautiful and vibrant as they look on my monitor. There is a bit of stretch to the sneaker so the half size down didn't hinder me, though I would still say they're true to size and I will probably end up wearing these sneakers out a bit faster for buying smaller. If you're able, I'd recommend buying your regular foot size still.That said, I absolutely adore these. So cute! They seem to have decent cushioning/support, comfortable, though I've been saving wearing them  for an upcoming trip, so I can't comment on long term durability. Either way, well worth the 30 or so dollars I paid (don't recall exact pricing). Think they'd be great for day to day, walking/running, and general exercise/work out.",5.0,Reviewed in Canada on 5 February 2020,Merrell
merrell range laceless ac+ women,Comfort,"Shoe can get kinda sweaty but, I think this is more of a reflection of my work place. Easy to put on and off. Arch support is great. I really like the shoes.UPDATE: I think I'd reorder this a 1/2 size down. Feels a bit big now.",5.0,Reviewed in Canada on 28 December 2019,Merrell
merrell range laceless ac+ women,"Great shoe brand, bad customer service.",Received the wrong size of product. Disappointed with customer service on issue considering I checked size 3 times in buying process to insure I get product I need. The issue was not fixed I was recommended to get off brand cheap knock off or pay over 4x the original price I bought these merrell shoes at. I love merrell shoes for my bad ankles but I am disappointed with the customer service,1.0,Reviewed in Canada on 4 September 2020,Merrell
merrell range laceless ac+ women,Quality and mostly comfort,I was so happy when I saw Merrell now made a slip on style of running shoe! They are good quality and super comfortable.  I did find they fit a bit smaller but that was ok.  I will definitely purchase another pair!,5.0,Reviewed in Canada on 11 October 2020,Merrell
merrell range laceless ac+ women,Another successful Merrill shoe purchase,"A reliable brand, well made and consistent fit. Can't ask for more.",5.0,Reviewed in Canada on 29 March 2020,Merrell
merrell range laceless ac+ women,So comfortable!,"I really love these shoes - they are comfortable and hold onto the foot well.  I can walk for miles in them and they are cushioned, and told to my foot beautifully.  So happy with these shoes.",5.0,Reviewed in Canada on 26 January 2021,Merrell
merrell range laceless ac+ women,Love them,These are extremely comfortable and I am tempted to buy another pair in a different colour.  Have always liked Merrell.,5.0,Reviewed in Canada on 24 October 2019,Merrell
merrell range laceless ac+ women,Amazing,Love these shoes I'm on my feet 12 hour,5.0,Reviewed in Canada on 4 December 2020,Merrell
"ecco men's soft classic boot sneaker, navy suede, 7/7. 5 uk",This is nice shoes..,Its nice to my feet and very light..i like it..,5.0,Reviewed in Canada on 23 February 2021,Ecco
"ecco men's soft classic boot sneaker, navy suede, 7/7. 5 uk",Very comfortable.,"Like the appearance, weight, fit and wear.  Needed more warmth this winter and the leather does that without making by feet to hot.  Nice boots .",5.0,Reviewed in the United States on 1 February 2021,Ecco
"ecco men's soft classic boot sneaker, navy suede, 7/7. 5 uk","Good shoes, bad pair...?","Get these shoes a month ago, I've always loved eccos and their quality. These are just as comfortable as any other eccos, however the stitching on mine doesn't look like it got enough suede to hold it together and she pulled loose:(",4.0,Reviewed in the United States on 13 October 2021,Ecco
"ecco men's soft classic boot sneaker, navy suede, 7/7. 5 uk",Awesome shoe,"Fits great, comfortable, and very stylish.  My husband loves these!",5.0,Reviewed in the United States on 12 November 2021,Ecco
"ecco men's soft classic boot sneaker, navy suede, 7/7. 5 uk",Great Value,Ecco products are well made. I have a couple of pair of their shoes. Got them at a very good price. Very happy.,5.0,Reviewed in the United States on 5 January 2021,Ecco
"ecco men's soft classic boot sneaker, navy suede, 7/7. 5 uk",Classic comfort,These boots are made from soft leather and the soles are super comfortable.  Can't say enough good about Ecco shoes.  This is a classic looking boot with comfort like you've been wearing them for years.,5.0,Reviewed in the United States on 29 January 2021,Ecco
"ecco men's soft classic boot sneaker, navy suede, 7/7. 5 uk",Nice looking,"Very attractive casual shoe that is ""light weight"" on the feet.",4.0,Reviewed in the United States on 22 April 2021,Ecco
"ecco men's soft classic boot sneaker, navy suede, 7/7. 5 uk",Money well spent,Perfect flit and comfortable.,5.0,Reviewed in the United States on 17 February 2021,Ecco
"ecco men's soft classic boot sneaker, navy suede, 7/7. 5 uk",Perfect,Great look and very comfortable. ECCO never disappointed me,5.0,Reviewed in the United States on 29 November 2021,Ecco
"ecco men's soft classic boot sneaker, navy suede, 7/7. 5 uk",Comfy as all get out,All around great shoe. Echo lives up to their reputation once again.,5.0,Reviewed in the United States on 17 February 2021,Ecco
"merrell women's hydro moc water shoe, black, 7.5 uk",comfortable,These are so comfortable for around the house! REocmmend +++,5.0,Reviewed in Canada on 1 May 2020,Merrell
"merrell women's hydro moc water shoe, black, 7.5 uk",should be more comfortable,just not as comfortable as they should be,3.0,Reviewed in Canada on 26 December 2019,Merrell
"merrell women's hydro moc water shoe, black, 7.5 uk",New House shoes!,These hydro mocs are great just kickin around the house though I have taken them outside a few times. Love em .Will buy again.,5.0,Reviewed in Canada on 17 February 2020,Merrell
"merrell women's hydro moc water shoe, black, 7.5 uk",A whole size too big.,"I wear a size 10.5 running shoe, and since I read previous reviews about this shoe being too big, I ordered a size 10.  The size 10 was very comfortable, and I love the arch support and walking on rough terrain.  But when wet from kayaking, my feet would slip and slide in them.  So I am going to wear these shoes on dry land or around the house, but ordered and received another pair in a size 9.  The size 9 fit tight enough, they won't slip and slide while my feet are wet.",5.0,Reviewed in the United States on 19 July 2019,Merrell
"merrell women's hydro moc water shoe, black, 7.5 uk",HALF SIZES: ORDER 1.5 SIZE DOWN,"I love the shoe. However, there needs to be some more transparent disclosure on sizing. On Amazon, they make it appear that this shoe comes in half-sizes. It does not. I read in reviews that these run large, and sizing down is a good idea. I am an 8.5 medium, so ordered size 8. HUGE. Turns out when I ordered an 8.5, it was an 8, and I needed to downsize to a 7. I like the shoe, so am exchanging to a 7. If you are between sizes, order 1.5 size down. Know that if you order an 8.5, you are ordering Merrill size 8, which is a whole size too big.",4.0,Reviewed in the United States on 8 May 2021,Merrell
"merrell women's hydro moc water shoe, black, 7.5 uk",Love love love!,Love these! Absolutely better fit than crocs but I sized a size down. I usually wear a 9 but I ordered an 8 and it fits perfectly. Soooooo comfy!,5.0,Reviewed in the United States on 3 June 2019,Merrell
"merrell women's hydro moc water shoe, black, 7.5 uk",Great Garden Shoe,"Wanted shoes that I could slip on, slog around in my garden and wash off with the hose when done.  These work great for that purpose. Was confident  in trying these as I've purchased Merrells before and have always been pleased with their fit.  quality and comfort.",5.0,Reviewed in the United States on 7 May 2019,Merrell
"merrell women's hydro moc water shoe, black, 7.5 uk",I love the water shoes,"I love these shoes. I have worn them for kayaking and tubing. Had to get on and off the tube several times in the water and the support, protection and grip was great on the large rocks. I also like the ventilation holes. It can get hot while tubing and I could dip my feet in the water and cook them off.My foot is very narrow and these run really wide. I had to go a size down so they wouldn’t slide off my feet while walking.",5.0,Reviewed in the United States on 5 July 2021,Merrell
"merrell women's hydro moc water shoe, black, 7.5 uk",Great summer water and pleasure shoes,"Had my husband get these for me. We both love Merrill’s and when I received the mailer I jumped at these. I can’t wear the other brands because they don’t have support or a back on the heel. I need the back because I have Achilles heel and need a wedge in my heel. We have a large creek on our property that we wade and cast for trout, and these are PERFECT!!  I like they don’t have the big bumps on the soul on the inside and fit well. I’ll wear them all summer with shorts too!!",5.0,Reviewed in the United States on 11 March 2021,Merrell
"cole haan men's zerogrand journey runner sneaker, marine blue/cyber yellow/nimbus cloud,","The ""Wide"" Version is anything but","My foot is a 9Wide in everything I wear. I even own some other Cole Haan shoes that are a 9Wide that fit, though those are dress shoes. With this sneaker, just looking at it tells you that the wide isn't really a wide. I own many pairs of Nike 9Wide shoes that all fit...and if anything, they're on the slightly too large side. I thought I would give these shoes a try since they looked cool. Unfortunately, they are a fail when it comes to producing a wide sneaker, so back they go. Too bad because they are a nice looking shoe, both inside and out.",3.0,Reviewed in the United States on 14 October 2021,Cole haan
adidas kids&#39; fortarun ac running shoe,My kid loves this shoe,"I bought this when my kid was 2 so the size was too big but she wore them no problem and loved it. She loved doing the velcro herself. Now my kid is 3 and she still likes wearing them, it's overused now but it's still comfortable. This is her go-to shoes for everything ( biking, hiking, beach, walking, playing ).",5.0,Reviewed in Canada on 28 July 2020,Adidas
adidas kids&#39; fortarun ac running shoe,Can't go wrong with Adidas!,Awesome comfy little shoes for my little guy. Very lightweight. Great price here verses overpriced at Footlocker!,5.0,Reviewed in Canada on 13 November 2018,Adidas
adidas kids&#39; fortarun ac running shoe,Not for a wide foot.,"The toddler I bought them for has wide feet. I thought that the elastic might be enough to make them fit. If you are looking for a shoe that fits wide, this is not the shoe for you. I would say they would be good for a ""normal"" foot. Otherwise, they appear to be a good shoe, very stylish, flat sole for stability.",3.0,Reviewed in Canada on 7 March 2020,Adidas
adidas kids&#39; fortarun ac running shoe,great,"exactly what i need, perfect fit, simple runners.",5.0,Reviewed in Canada on 12 May 2021,Adidas
adidas kids&#39; fortarun ac running shoe,Comfortable and great colour.,Bought a toddler 9 and it fits exactly as expected. Great colour and comfortable for a wide-ish foot.,5.0,Reviewed in Canada on 26 December 2018,Adidas
adidas kids&#39; fortarun ac running shoe,Nice shoes,I ordered these sneakers for my 2 1/2 year toddler. They fit well and look cool!,5.0,Reviewed in Canada on 21 March 2019,Adidas
adidas kids&#39; fortarun ac running shoe,Very nice.,Easy to get on. Nice and neutral. A little large in size but the Velcro sexuée foot in place. Seem durable.,5.0,Reviewed in Canada on 7 May 2019,Adidas
adidas kids&#39; fortarun ac running shoe,Great shoes,These are amazing - i wish i could buy in my size haha,5.0,Reviewed in Canada on 22 May 2020,Adidas
allonsi | thomas mens genuine leather chelsea boots | goodyear welt construction | classic chelsea boots | leather sole | handcrafted luxury leather shoes brown size: 13,Quality & Very Stylish,"These are the second pair of shoes I have purchased from the Allonsi brand and believe I have become a loyal customer of theirs now. I received many compliments on the previous and decided to purchase their new range when these came out.These shoes are extremely stylish and very comfortable. It also fit true to size which is something i have not found to be common in the US. Extra care was taken with the packaging and boxing which I appreciate and the seller was very responsive to questions I had prior to purchase.I know that many of us find ourselves in a remote working environment and as such, there is not a defined dress code for shoes (since no one sees your shoes in a zoom meeting), but honestly, it really felt good to just get something stylish for myself again and felt good in wearing these.Highly recommended :-)",5.0,Reviewed in the United States on 28 September 2020,Allonsi
allonsi | thomas mens genuine leather chelsea boots | goodyear welt construction | classic chelsea boots | leather sole | handcrafted luxury leather shoes brown size: 13,"Wide, flat size 12 feet. Bought 13. Fit perfectly.","After reading all the reviews I was convinced to spend $160 on this sexy pair of shoes. I wasn't sure whether to buy 12 (my size) or 13 as I have the flattest widest feet.  All the reviews said the shoes fit true to size but I went with my gut and sized up because the sleek cut of the shoe and did not regret it. It fit exactly as I expected, comfortable without squeezing my toes and with a little gap between my toes and the front of the shoe. The most expensive pair of shoes I own by far but well worth the price.",5.0,Reviewed in the United States on 2 April 2021,Allonsi
allonsi | thomas mens genuine leather chelsea boots | goodyear welt construction | classic chelsea boots | leather sole | handcrafted luxury leather shoes brown size: 13,Discount boot quality,Not as described! Obvious defect in the leather that was used to “craft” this boot.,1.0,Reviewed in the United States on 23 June 2021,Allonsi
allonsi | thomas mens genuine leather chelsea boots | goodyear welt construction | classic chelsea boots | leather sole | handcrafted luxury leather shoes brown size: 13,MOST COMFORTABLE BOOT I HAVE EVER PURCHASED,I was anti-chelsea boots for a long time because I didn't think they would look right on my slim legs but these changed my mind all the way around. I loved the quality and fit compared to a few box retail stores that I tried out. The real leather and the way the shine is unmatched. Looking down when wearing them and seeing the quality still showing after weeks of wearing lets me know for sure I made the right purchase. I'm a photographer so it's the perfect boot for me to photograph in as well.,5.0,Reviewed in the United States on 18 January 2021,Allonsi
allonsi | thomas mens genuine leather chelsea boots | goodyear welt construction | classic chelsea boots | leather sole | handcrafted luxury leather shoes brown size: 13,great first pairs nice boots,The price is great and they look good.,5.0,Reviewed in the United States on 21 September 2021,Allonsi
allonsi | thomas mens genuine leather chelsea boots | goodyear welt construction | classic chelsea boots | leather sole | handcrafted luxury leather shoes brown size: 13,Love this boot,"I simply love this boot!I immediately could tell the quality, which is a big deal for me. They are also very comfortable to wear as well.I will be purchasing another pair in a different color to add to my collection.",5.0,Reviewed in the United States on 19 October 2020,Allonsi
allonsi | thomas mens genuine leather chelsea boots | goodyear welt construction | classic chelsea boots | leather sole | handcrafted luxury leather shoes brown size: 13,Great Boots For A Good Price,I liked these boots because they were really high quality for the price. They have a great welt and the leather also looks good. Didn't need a lot of time to break them in. The color is also great I got them in brown and I wear them alot. I cant wait to see how they look in a year!,5.0,Reviewed in the United States on 20 November 2020,Allonsi
allonsi | thomas mens genuine leather chelsea boots | goodyear welt construction | classic chelsea boots | leather sole | handcrafted luxury leather shoes brown size: 13,Buying in every color,Fits perfectly and great quality. Seems like it would cost much more considering the craftsmanship. Very happy with this purchase.,5.0,Reviewed in the United States on 19 January 2021,Allonsi
allonsi | thomas mens genuine leather chelsea boots | goodyear welt construction | classic chelsea boots | leather sole | handcrafted luxury leather shoes brown size: 13,Very comfortable,"Impressive packaging, the boots are extremely comfortable and the fit was perfect! Love them!!Highly recommend them, maybe even two pair!",5.0,Reviewed in the United States on 11 March 2021,Allonsi
